AP_ICAO,AP_Name,AP_IATA,AP_Country,AP_LatLong,AP_Municipality,AP_Type,AP_AltitudeFt,AP_RunwayLenM,AP_Passengers,AP_MoreInfoLink,AP_URLHome
SBBR,BrasÃ­lia International Airport,BSB,BR,"S155209,W0475515",BrasÃ­lia,L,3497,3300,16912680,https://en.wikipedia.org/wiki/BrasÃ­lia_International_Airport,http://www.bsb.aero
LKPR,VÃ¡clav Havel Airport Prague,PRG,CZ,"N500629,E0141630",Prague,L,1247,3715,16797006,https://en.wikipedia.org/wiki/VÃ¡clav_Havel_Airport_Prague,http://www.prg.aero/en/
EGGW,Luton Airport,LTN,GB,"N515229,W0002206",London,L,526,2162,16769634,https://en.wikipedia.org/wiki/Luton_Airport,http://www.london-luton.co.uk/
ZSJN,Jinan Yaoqiang International Airport,TNA,CN,"N365126,E1171258",Jinan,L,76,3601,16611795,https://en.wikipedia.org/wiki/Jinan_Yaoqiang_International_Airport,http://www.jnairport.com
RKPK,Gimhae International Airport,PUS,KR,"N351046,E1285617",Busan,L,6,3200,16403541,https://en.wikipedia.org/wiki/Gimhae_International_Airport,http://airport.co.kr/gimhaeeng/index.do
SBGL,Rio de Janeiro-GaleÃ£o International Airport,GIG,BR,"S224836,W0431502",Rio De Janeiro,L,28,4000,16103617,https://en.wikipedia.org/wiki/Rio_de_Janeiro-GaleÃ£o_International_Airport,http://riogaleao.com.br/
HECA,Cairo International Airport,CAI,EG,"N300719,E0312420",Cairo,L,382,3301,15959076,https://en.wikipedia.org/wiki/Cairo_International_Airport,http://www.cairo-airport.com/
LTAC,EsenboÄŸa International Airport,ESB,TR,"N400741,E0325942",Ankara,L,3125,3750,15845878,https://en.wikipedia.org/wiki/EsenboÄŸa_International_Airport,http://www.esenbogaairport.com/en-EN/Pages/Main.aspx
KDAL,Dallas Love Field,DAL,US,"N325050,W0965106",Dallas,L,487,2682,15723627,https://en.wikipedia.org/wiki/Dallas_Love_Field,http://www.dallas-lovefield.com/
RJOO,Osaka International Airport,ITM,JP,"N344704,E1352620",Osaka,L,39,3000,15597777,https://en.wikipedia.org/wiki/Osaka_International_Airport,http://osaka-airport.co.jp/en/
ZGNN,Nanning Wuxu International Airport,NNG,CN,"N223630,E1081019",Nanning,L,420,3200,15091614,https://en.wikipedia.org/wiki/Nanning_Wuxu_International_Airport,http://www.nnairport.com/
LHBP,Budapest Ferenc Liszt International Airport,BUD,HU,"N472622,E0191543",Budapest,L,495,3700,14867491,https://en.wikipedia.org/wiki/Budapest_Ferenc_Liszt_International_Airport,http://www.bud.hu/english
MPTO,Tocumen International Airport,PTY,PA,"N090417,W0792301",Tocumen,L,135,3050,14741937,https://en.wikipedia.org/wiki/Tocumen_International_Airport,http://www.tocumenpanama.aero
KSTL,Lambert-St. Louis International Airport,STL,US,"N384450,W0902141",St Louis,L,605,3359,14730656,https://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport,http://www.flystl.com/
ZSFZ,Fuzhou Changle International Airport,FOC,CN,"N255606,E1193947",Fuzhou,L,46,3609,14393532,https://en.wikipedia.org/wiki/Fuzhou_Changle_International_Airport,http://www.xiafz.com.cn/en/index.asp
MMGL,Guadalajara International Airport,GDL,MX,"N203118,W1031840",Guadalajara,L,5016,4000,14340152,https://en.wikipedia.org/wiki/Guadalajara_International_Airport,http://www.aeropuertosgap.com.mx/
EGPH,Edinburgh Airport,EDI,GB,"N555700,W0032221",Edinburgh,L,136,2556,14294305,https://en.wikipedia.org/wiki/Edinburgh_Airport,http://www.edinburghairport.com/
KBNA,Nashville International Airport,BNA,US,"N360736,W0864055",Nashville,L,599,3362,14133913,https://en.wikipedia.org/wiki/Nashville_International_Airport,http://www.flynashville.com
LEAL,Alicante-Elche Airport,ALC,ES,"N381656,W0003329",Alicante,L,141,3000,13981320,https://en.wikipedia.org/wiki/Alicante-Elche_Airport,http://www.aena-aeropuertos.es/alicante/en
KAUS,Austin-Bergstrom International Airport,AUS,US,"N301140,W0974012",Austin,L,542,3734,13889305,https://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,http://www.austintexas.gov/airport
ZLLL,Lanzhou Zhongchuan International Airport,LHW,CN,"N363054,E1033712",Lanzhou,L,6388,3600,13858151,https://en.wikipedia.org/wiki/Lanzhou_Zhongchuan_International_Airport,NULL
LFMN,Nice CÃ´te d'Azur Airport,NCE,FR,"N433955,E0071254",Nice,L,13,2960,13850561,https://en.wikipedia.org/wiki/Nice_CÃ´te_d'Azur_Airport,http://en.nice.aeroport.fr
SABE,Aeroparque Jorge Newbery,AEP,AR,"S343332,W0582459",Buenos Aires,L,18,2100,13797710,https://en.wikipedia.org/wiki/Aeroparque_Jorge_Newbery,NULL
ZBYN,Taiyuan Wusu International Airport,TYN,CN,"N374449,E1123741",Taiyuan,L,2575,3600,13588423,https://en.wikipedia.org/wiki/Taiyuan_Wusu_International_Airport,NULL
WAAA,Sultan Hasanuddin International Airport,UPG,ID,"S050342,E1193314",Ujung Pandang-Celebes Island,L,47,3500,13537770,https://en.wikipedia.org/wiki/Sultan_Hasanuddin_International_Airport,http://www.hasanuddin-airport.co.id
ZSCN,Nanchang Changbei International Airport,KHN,CN,"N285154,E1155400",Nanchang,L,144,3400,13524159,https://en.wikipedia.org/wiki/Nanchang_Changbei_International_Airport,NULL
KHOU,William P. Hobby Airport,HOU,US,"N293844,W0951644",Houston,L,46,2317,13435670,https://en.wikipedia.org/wiki/William_P._Hobby_Airport,http://www.fly2houston.com/hobby
GCLP,Gran Canaria Airport,LPA,ES,"N275555,W0152312",Gran Canaria Island,L,78,3100,13092117,https://en.wikipedia.org/wiki/Gran_Canaria_Airport,http://www.aena.es/csee/Satellite/Aeropuerto-Girona-Costa-Brava/en/Home.html
KOAK,Oakland International Airport,OAK,US,"N374317,W1221316",Oakland,L,9,3206,13072245,https://en.wikipedia.org/wiki/Oakland_International_Airport,http://www.oaklandairport.com/
EGBB,Birmingham Airport,BHX,GB,"N522714,W0014453",Birmingham,L,341,3052,12990303,https://en.wikipedia.org/wiki/Birmingham_Airport,http://www.birminghamairport.co.uk
ZYCC,Changchun Longjia International Airport,CGQ,CN,"N435946,E1254106",Changchun,L,705,3200,12969503,https://en.wikipedia.org/wiki/Changchun_Longjia_International_Airport,NULL
EDDK,Cologne Bonn Airport,CGN,DE,"N505157,E0070834",Cologne,L,302,3815,12960000,https://en.wikipedia.org/wiki/Cologne_Bonn_Airport,http://www.koeln-bonn-airport.de/index.php?lang=2
LIME,Il Caravaggio International Airport,BGY,IT,"N454008,E0094201",Bergamo,L,782,2934,12938572,https://en.wikipedia.org/wiki/Il_Caravaggio_International_Airport,http://www.sacbo.it/Airpor/portalProcess.jsp?languageID=2
LTBJ,Adnan Menderes Airport,ADB,TR,"N381721,E0270918",Ä°zmir,L,412,3240,12823701,https://en.wikipedia.org/wiki/Adnan_Menderes_Airport,http://www.adnanmenderesairport.com/
LROP,Henri CoandÄƒ International Airport,OTP,RO,"N443416,E0260506",Bucharest,L,314,3500,12804191,https://en.wikipedia.org/wiki/Henri_CoandÄƒ_International_Airport,http://www.bucharestairports.ro/index.php?lang=en
EDDB,Berlin SchÃ¶nefeld Airport,SXF,DE,"N522243,E0133114",Berlin,L,157,3600,12725937,https://en.wikipedia.org/wiki/Berlin_SchÃ¶nefeld_Airport,http://www.berlin-airport.de/en/travellers-sxf/index.php
UKBB,Boryspil International Airport,KBP,UA,"N502041,E0305336",Kiev,L,427,4000,12602933,https://en.wikipedia.org/wiki/Boryspil_International_Airport,http://kbp.kiev.ua/en/
KSJC,San Jose International Airport,SJC,US,"N372146,W1215544",San Jose,L,62,3353,12441556,https://en.wikipedia.org/wiki/San_Jose_International_Airport,http://www.flysanjose.com/
YPPH,Perth Airport,PER,AU,"S315625,E1155801",Perth,L,67,3444,12381495,https://en.wikipedia.org/wiki/Perth_Airport,http://www.perthairport.net.au/
ZBHH,Hohhot Baita International Airport,HET,CN,"N405105,E1114926",Hohhot,L,3556,3201,12159175,https://en.wikipedia.org/wiki/Hohhot_Baita_International_Airport,NULL
OOMS,Muscat International Airport,MCT,OM,"N233519,E0581726",Muscat,L,NULL,4000,12032301,https://en.wikipedia.org/wiki/Muscat_International_Airport,http://www.omanairports.com
KMSY,Louis Armstrong New Orleans International Airport,MSY,US,"N295936,W0901529",New Orleans,L,4,3080,11993833,https://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,http://www.flymsy.com/
SVMI,SimÃ³n BolÃ­var International Airport (Venezuela),CCS,VE,"N103611,W0665926",Caracas,L,235,3610,11956178,https://en.wikipedia.org/wiki/SimÃ³n_BolÃ­var_International_Airport_(Venezuela),http://www.aeropuerto-maiquetia.com.ve
LPPR,Francisco de SÃ¡ Carneiro Airport,OPO,PT,"N411408,W0084041",Porto,L,226,3480,11939000,https://en.wikipedia.org/wiki/Francisco_de_SÃ¡_Carneiro_Airport,http://www.ana.pt/en-US/Aeroportos/porto/Porto/Pages/Homepage-Porto.aspx
EDDS,Stuttgart Airport,STR,DE,"N484124,E0091319",Stuttgart,L,1276,3345,11797224,https://en.wikipedia.org/wiki/Stuttgart_Airport,http://www.stuttgart-airport.com
ZSNB,Ningbo Lishe International Airport,NGB,CN,"N294936,E1212743",Ningbo,L,13,3200,11718416,https://en.wikipedia.org/wiki/Ningbo_Lishe_International_Airport,http://www.ningbo-airport.com/
KRDU,Raleigh-Durham International Airport,RDU,US,"N355240,W0784715",Raleigh/Durham,L,435,3048,11668923,https://en.wikipedia.org/wiki/Raleigh-Durham_International_Airport,http://www.rdu.com
KMCI,Kansas City International Airport,MCI,US,"N391751,W0944250",Kansas City,L,1026,3292,11497119,https://en.wikipedia.org/wiki/Kansas_City_International_Airport,http://www.flykci.com/
RJGG,ChÅ«bu Centrair International Airport,NGO,JP,"N345130,E1364818",Tokoname,L,12,3500,11462949,https://en.wikipedia.org/wiki/ChÅ«bu_Centrair_International_Airport,http://www.centrair.jp/en/index.html
OMSJ,Sharjah International Airport,SHJ,AE,"N251945,E0553058",Sharjah,L,116,4060,11365588,https://en.wikipedia.org/wiki/Sharjah_International_Airport,http://www.sharjahairport.ae
ZBSJ,Shijiazhuang Zhengding International Airport,SJW,CN,"N381651,E1144149",Shijiazhuang,L,233,3400,11332518,https://en.wikipedia.org/wiki/Shijiazhuang_Zhengding_International_Airport,NULL
GCTS,Tenerife-South Airport,TFS,ES,"N280240,W0163421",Tenerife Island,L,209,3200,11249329,https://en.wikipedia.org/wiki/Tenerife-South_Airport,http://www.aena-aeropuertos.es/tenerifesur/en
ZGSD,Zhuhai Jinwan Airport,ZUH,CN,"N220025,E1132234",Zhuhai,A,23,4120,11220703,https://en.wikipedia.org/wiki/Zhuhai_Jinwan_Airport,http://www.zhairport.com/
ZSWZ,Wenzhou Longwan International Airport,WNZ,CN,"N275443,E1205107",Wenzhou,L,NULL,3200,11218701,https://en.wikipedia.org/wiki/Wenzhou_Longwan_International_Airport,http://www.wzair.cn
LIPZ,Venice Marco Polo Airport,VCE,IT,"N453019,E0122107",Venice,L,7,3300,11184608,https://en.wikipedia.org/wiki/Venice_Marco_Polo_Airport,http://www.veniceairport.com
ZSOF,Hefei Xinqiao International Airport,HFE,CN,"N315928,E1165920",Hefei,L,108,3400,11110596,https://en.wikipedia.org/wiki/Hefei_Xinqiao_International_Airport,http://www.hfairport.com
LFLL,Lyon-Saint-ExupÃ©ry Airport,LYS,FR,"N454332,E0050452",Lyon,L,821,4000,11037410,https://en.wikipedia.org/wiki/Lyon-Saint-ExupÃ©ry_Airport,http://www.lyonaeroports.com
VTCC,Chiang Mai International Airport,CNX,TH,"N184600,E0985745",Chiang Mai,L,1036,3100,10989402,https://en.wikipedia.org/wiki/Chiang_Mai_International_Airport,http://www.chiangmaiairportthai.com/
KSMF,Sacramento International Airport,SMF,US,"N384144,W1213528",Sacramento,L,27,2623,10912079,https://en.wikipedia.org/wiki/Sacramento_International_Airport,http://www.sacramento.aero/smf/
VVDN,Da Nang International Airport,DAD,VN,"N160238,E1081156",Da Nang,L,33,3500,10860235,https://en.wikipedia.org/wiki/Da_Nang_International_Airport,http://www.danangairportonline.com/
MMMY,Monterrey International Airport,MTY,MX,"N254642,W1000622",Monterrey,L,1280,3000,10733186,https://en.wikipedia.org/wiki/Monterrey_International_Airport,NULL
FACT,Cape Town International Airport,CPT,ZA,"S335810,E0183550",Cape Town,L,151,3201,10693063,https://en.wikipedia.org/wiki/Cape_Town_International_Airport,http://www.acsa.co.za/airports/cape-town-international
KSNA,John Wayne Airport,SNA,US,"N334032,W1175205",Santa Ana,L,56,1738,10423578,https://en.wikipedia.org/wiki/John_Wayne_Airport,http://www.ocair.com
SAEZ,Ministro Pistarini International Airport,EZE,AR,"S344920,W0583209",Buenos Aires,L,67,3300,10327203,https://en.wikipedia.org/wiki/Ministro_Pistarini_International_Airport,http://www.aa2000.com.ar/mapa_del_sitio.aspx?aspxerrorpath=/changeLeng.aspx
SBCF,Tancredo Neves International Airport,CNF,BR,"S193726,W0435817",Belo Horizonte,L,2713,3000,10164077,https://en.wikipedia.org/wiki/Tancredo_Neves_International_Airport,http://www.bh-airport.com.br/br/p/1/home.aspx
RPVM,Mactan-Cebu International Airport,CEB,PH,"N101848,E1235859",Lapu-Lapu City,L,36,3300,10050940,https://en.wikipedia.org/wiki/Mactan-Cebu_International_Airport,http://mactancebuairport.com/
WIMM,Kualanamu International Airport,KNO,ID,"N033832,E0985307",Medan,L,23,3750,10027122,https://en.wikipedia.org/wiki/Kualanamu_International_Airport,http://www.kualanamu-airport.co.id
LICC,Catania-Fontanarossa Airport,CTA,IT,"N372800,E0150350",Catania,L,39,2436,9933318,https://en.wikipedia.org/wiki/Catania-Fontanarossa_Airport,http://www.aeroporto.catania.it/
LIRN,Naples International Airport,NAP,IT,"N405304,E0141727",NÃ¡poli,L,294,2628,9932029,https://en.wikipedia.org/wiki/Naples_International_Airport,http://www.portal.gesac.it
EGPF,Glasgow Airport,GLA,GB,"N555219,W0042559",Glasgow,L,26,2665,9897959,https://en.wikipedia.org/wiki/Glasgow_Airport,http://www.glasgowairport.com
BIKF,KeflavÃ­k International Airport,KEF,IS,"N635906,W0223620",ReykjavÃ­k,A,171,3054,9804388,https://en.wikipedia.org/wiki/KeflavÃ­k_International_Airport,http://www.kefairport.is/english/
VOCI,Cochin International Airport,COK,IN,"N100920,E0762329",Cochin,L,30,3400,9669101,https://en.wikipedia.org/wiki/Cochin_International_Airport,http://cial.aero/
LFBO,Toulouse-Blagnac Airport,TLS,FR,"N433806,E0012204",Toulouse/Blagnac,L,497,3500,9630308,https://en.wikipedia.org/wiki/Toulouse-Blagnac_Airport,http://www.toulouse.aeroport.fr/us/default.asp
LFML,Marseille Provence Airport,MRS,FR,"N432612,E0051254",Marseille,L,70,3500,9390371,https://en.wikipedia.org/wiki/Marseille_Provence_Airport,http://www.mrsairport.com/
SBKP,Viracopos International Airport,VCP,BR,"S230025,W0470804",Campinas,L,2170,3240,9332631,https://en.wikipedia.org/wiki/Viracopos_International_Airport,http://www.viracopos.com
VCBI,Bandaranaike International Airport,CMB,LK,"N071052,E0795301",Colombo,L,26,3350,9252218,https://en.wikipedia.org/wiki/Bandaranaike_International_Airport,http://www.airport.lk
LIML,Linate Airport,LIN,IT,"N452658,E0091642",Milan,L,997,2442,9233475,https://en.wikipedia.org/wiki/Linate_Airport,http://milanolinate-airport.com
OKBK,Kuwait International Airport,KWI,KW,"N291336,E0475848",Kuwait City,L,206,3400,9163279,https://en.wikipedia.org/wiki/Kuwait_International_Airport,http://www.dgca.gov.kw/AxCMSwebLive/EnHome.cms
KCLE,Cleveland Hopkins International Airport,CLE,US,"N412442,W0815059",Cleveland,A,791,3034,9140318,https://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,http://www.clevelandairport.com/
KSAT,San Antonio International Airport,SAT,US,"N293136,W0982819",San Antonio,L,809,2592,9063542,https://en.wikipedia.org/wiki/San_Antonio_International_Airport,http://www.sanantonio.gov/SAT
SBRJ,Santos Dumont Airport,SDU,BR,"S225437,W0430946",Rio De Janeiro,L,11,1323,9056087,https://en.wikipedia.org/wiki/Santos_Dumont_Airport,http://www.infraero.com.br/index.php/br/aeroportos/rio-de-janeiro/aeroporto-santos-dumont.html
KPIT,Pittsburgh International Airport,PIT,US,"N402929,W0801358",Pittsburgh,L,1204,3505,8988016,https://en.wikipedia.org/wiki/Pittsburgh_International_Airport,http://www.flypittsburgh.com
ZLIC,Yinchuan Hedong International Airport,INC,CN,"N381918,E1062335",Yinchuan,L,NULL,3200,8944837,https://en.wikipedia.org/wiki/Yinchuan_Hedong_International_Airport,http://www.cwag-yc.com/
OIMM,Mashhad International Airport,MHD,IR,"N361406,E0593827",Mashhad,L,3263,3925,8853506,https://en.wikipedia.org/wiki/Mashhad_International_Airport,http://mashhad.airport.ir/
KRSW,Southwest Florida International Airport,RSW,US,"N263210,W0814519",Fort Myers,L,30,3658,8842549,https://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,http://www.flylcpa.com/
KIND,Indianapolis International Airport,IND,US,"N394302,W0861740",Indianapolis,L,797,3414,8739835,https://en.wikipedia.org/wiki/Indianapolis_International_Airport,http://www.indianapolisairport.com/
ZGKL,Guilin Liangjiang International Airport,KWL,CN,"N251305,E1100220",Guilin City,L,571,3200,8732176,https://en.wikipedia.org/wiki/Guilin_Liangjiang_International_Airport,NULL
VAAH,Sardar Vallabhbhai Patel International Airport,AMD,IN,"N230438,E0723805",Ahmedabad,L,189,3599,8704133,https://en.wikipedia.org/wiki/Sardar_Vallabhbhai_Patel_International_Airport,http://www.aai.aero/allAirports/ahmedabad_generalinfo.jsp
LPFR,Faro Airport,FAO,PT,"N370052,W0075757",Faro,L,23,2490,8686000,https://en.wikipedia.org/wiki/Faro_Airport,http://www.ana.pt/en-US/Aeroportos/algarve/Faro/Pages/HomeFaro.aspx
OIIE,Tehran Imam Khomeini International Airport,IKA,IR,"N352458,E0510908",Tehran,L,3305,4198,8647000,https://en.wikipedia.org/wiki/Tehran_Imam_Khomeini_International_Airport,http://ikia.airport.ir/
GMMN,Mohammed V International Airport,CMN,MA,"N332202,W0073523",Casablanca,L,656,3720,8616392,https://en.wikipedia.org/wiki/Mohammed_V_International_Airport,http://www.onda.ma
LFSB,EuroAirport Basel Mulhouse Freiburg,BSL,FR,"N473524,E0073145",BÃ¢le/Mulhouse,L,885,3900,8578064,https://en.wikipedia.org/wiki/EuroAirport_Basel_Mulhouse_Freiburg,http://www.euroairport.com
LIPE,Bologna Guglielmo Marconi Airport,BLQ,IT,"N443207,E0111719",Bologna,L,123,2800,8506658,https://en.wikipedia.org/wiki/Bologna_Guglielmo_Marconi_Airport,http://www.bologna-airport.it/it/?LN=IT
OBBI,Bahrain International Airport,BAH,BH,"N261615,E0503801",Manama,L,6,3956,8477331,https://en.wikipedia.org/wiki/Bahrain_International_Airport,http://www.bahrainairport.com
ZSYT,Yantai Penglai International Airport,YNT,CN,"N373926,E1205913",Yantai,A,59,3400,8433179,https://en.wikipedia.org/wiki/Yantai_Penglai_International_Airport,NULL
WAHH,Adisucipto International Airport,JOG,ID,"S074717,E1102555",Yogyakarta-Java Island,A,350,2200,8430622,https://en.wikipedia.org/wiki/Adisucipto_International_Airport,http://adisutjipto-airport.co.id/
TJSJ,Luis MuÃ±oz MarÃ­n International Airport,SJU,PR,"N182621,W0660007",San Juan,L,9,3170,8408956,https://en.wikipedia.org/wiki/Luis_MuÃ±oz_MarÃ­n_International_Airport,http://aeropuertosju.com/
CYEG,Edmonton International Airport,YEG,CA,"N531836,W1133444",Edmonton,L,2373,3351,8254121,https://en.wikipedia.org/wiki/Edmonton_International_Airport,http://www.flyeia.com/
EGGD,Bristol Airport,BRS,GB,"N512258,W0024309",Bristol,L,622,2011,8239949,https://en.wikipedia.org/wiki/Bristol_Airport,http://www.bristolairport.co.uk
YPAD,Adelaide Airport,ADL,AU,"S345642,E1383152",Adelaide,L,20,3100,8111934,https://en.wikipedia.org/wiki/Adelaide_Airport,http://www.adelaideairport.com.au/
LEIB,Ibiza Airport,IBZ,ES,"N385222,E0012233",Ibiza,L,24,2800,8104316,https://en.wikipedia.org/wiki/Ibiza_Airport,http://www.aena-aeropuertos.es/ibiza/en
LGIR,Heraklion International Airport,HER,GR,"N352023,E0251049",Heraklion,L,115,2682,8098465,https://en.wikipedia.org/wiki/Heraklion_International_Airport,NULL
EBCI,Brussels South Charleroi Airport,CRL,BE,"N502736,E0042710",Brussels,L,614,2550,8029680,https://en.wikipedia.org/wiki/Brussels_South_Charleroi_Airport,http://www.charleroi-airport.com/doc.php?nd=o29&tid=29&lg=2&docid=1&site=1
